"quarter","eu_2state","ue_2state","ur","mu","pi_eu_3state","pi_ue_3state","v","gdpc1"
1962-07-01,9.55076211122315,81.9372384431529,5.56666666666667,14.4,NA,NA,1980.99432591456,3838.776
1962-10-01,9.82655660117305,81.3091087045329,5.53333333333333,13.6666666666667,NA,NA,1913.21510976442,3851.421
1963-01-01,9.73949020933091,81.2254815922826,5.76666666666667,14.1333333333333,NA,NA,1959.0709199731,3893.482
1963-04-01,9.71431652769925,81.573058509205,5.73333333333333,14.3333333333333,NA,NA,1926.97643769458,3937.183
1963-07-01,9.39026779007135,81.9646538363812,5.5,14.0333333333333,NA,NA,1960.01243741193,4023.755
1963-10-01,10.0070326949603,82.916965760598,5.56666666666667,13.5,NA,NA,2027.0926947625,4050.147
1964-01-01,9.68152914705561,83.4327623636838,5.46666666666667,13.4,NA,NA,2075.46437386489,4135.553
1964-04-01,8.93140472172201,83.5250515345168,5.2,13.2,NA,NA,2206.81974835688,4180.592
1964-07-01,9.44947785471412,84.1405369212514,5,13.4666666666667,NA,NA,2307.68149139172,4245.918
1964-10-01,8.9789909123508,84.3988399057591,4.96666666666667,13.1,NA,NA,2386.80248709705,4259.046
1965-01-01,9.57104276754577,85.7358268879078,4.9,12.2666666666667,NA,NA,2528.50512532144,4362.111
1965-04-01,9.31869647205323,87.9746901209745,4.66666666666667,11.3666666666667,NA,NA,2699.46567617379,4417.225
1965-07-01,8.88094090160809,87.8451231012236,4.36666666666667,11.8,NA,NA,2860.39664333503,4515.427
1965-10-01,8.31670928638986,87.6744405227654,4.1,11.7333333333333,NA,NA,3217.70050657226,4619.458
1966-01-01,8.78418470961251,90.6433071900083,3.86666666666667,11.4,NA,NA,3478.97155542408,4731.888
1966-04-01,9.48155807604649,91.6350897562904,3.83333333333333,10.2333333333333,NA,NA,3530.40806617929,4748.046
1966-07-01,9.01667922212616,91.4382118298536,3.76666666666667,9.86666666666667,NA,NA,3519.4441136764,4788.254
1966-10-01,8.68838557043443,89.8058540636696,3.7,9.83333333333333,NA,NA,3454.83104128726,4827.537
1967-01-01,8.88193196601265,90.7244821356635,3.83333333333333,9.13333333333333,NA,NA,3403.67431169348,4870.299
1967-04-01,9.24162923186869,91.077898460248,3.83333333333333,8.6,NA,NA,3342.68384448977,4873.287
1967-07-01,9.17637368796159,90.3798494581764,3.8,8.53333333333333,NA,NA,3316.75532258156,4919.392
1967-10-01,8.71849754213979,90.502232636492,3.9,8.73333333333333,NA,NA,3387.00954985742,4956.477
1968-01-01,8.99941315291684,91.8708341418806,3.73333333333333,8.86666666666667,NA,NA,3466.58996553719,5057.553
1968-04-01,9.24450413688563,92.1331830123833,3.56666666666667,8.26666666666667,NA,NA,3566.72415530951,5142.033
1968-07-01,8.83963287178609,92.8394043561539,3.53333333333333,8.3,NA,NA,3733.22503880336,5181.859
1968-10-01,8.67980197489543,92.2819207240309,3.4,8.23333333333333,NA,NA,3977.4648996315,5202.212
1969-01-01,8.51188803041012,91.8845476725786,3.4,7.96666666666667,NA,NA,4110.07836279637,5283.597
1969-04-01,9.27547114971986,93.1053225432072,3.43333333333333,7.83333333333333,NA,NA,4125.35599147161,5299.625
1969-07-01,9.26036807508001,91.8079421493676,3.56666666666667,7.9,NA,NA,4032.09208121164,5334.6
1969-10-01,8.73447854997612,90.7017043221555,3.56666666666667,7.86666666666667,NA,NA,3988.02822340167,5308.556
1970-01-01,10.4227536511441,89.7160332686635,4.16666666666667,8.06666666666667,NA,NA,3606.87860203998,5300.652
